54517,市区,2017/4/1 0:00,1020.1,10.9,0,246,1.6,237,1.3,,,资料说明：999999为无观测；风向中的“C”表示静风,,,,,
54517,市区,2017/4/1 1:00,1019.3,10.8,0,267,1.8,258,1.7,,,,,,,,
54517,市区,2017/4/1 2:00,1018.5,11,0,262,1.7,268,2,,,,,,,,
54517,市区,2017/4/1 3:00,1018,10.2,0,259,1.3,258,1.3,,,,,,,,
54517,市区,2017/4/1 4:00,1017.7,10.1,0,280,2.3,273,2,,,,,,,,
54517,市区,2017/4/1 5:00,1017.6,9.6,0,261,1.2,275,1.2,,,,,,,,
54517,市区,2017/4/1 6:00,1018,9.1,0,315,0.6,287,0.6,,,,,,,,
54517,市区,2017/4/1 7:00,1018.3,10.4,0,59,1.6,53,1.1,,,,,,,,
54517,市区,2017/4/1 8:00,1018.2,12.7,0,61,1.7,57,1.8,,,,,,,,
54517,市区,2017/4/1 9:00,1018.5,15,0,5,1.2,27,1.2,,,,,,,,
54517,市区,2017/4/1 10:00,1018.4,16.2,0,54,1.6,44,1.5,,,,,,,,
54517,市区,2017/4/1 11:00,1017.8,17.6,0,12,2.1,106,1.4,,,,,,,,
54517,市区,2017/4/1 12:00,1017,18.4,0,78,1.2,70,1.2,,,,,,,,
54517,市区,2017/4/1 13:00,1016.1,19.3,0,103,1.2,12,1.3,,,,,,,,
54517,市区,2017/4/1 14:00,1015.2,20.4,0,226,2,265,1.6,,,,,,,,
54517,市区,2017/4/1 15:00,1014.3,20.8,0,193,2,165,1.5,,,,,,,,
54517,市区,2017/4/1 16:00,1013.7,19.1,0,115,3.4,132,3.3,,,,,,,,
54517,市区,2017/4/1 17:00,1013.7,17.7,0,121,2.6,127,2.3,,,,,,,,
54517,市区,2017/4/1 18:00,1013.9,15.6,0,114,2.6,126,2.8,,,,,,,,
54517,市区,2017/4/1 19:00,1014.3,14.3,0,152,2.6,130,2.2,,,,,,,,
54517,市区,2017/4/1 20:00,1015.2,13.7,0,131,2.2,124,2,,,,,,,,
54517,市区,2017/4/1 21:00,1016,13.5,0,128,1.8,138,1.7,,,,,,,,
54517,市区,2017/4/1 22:00,1016.1,13.4,0,179,2.2,158,2.2,,,,,,,,
54517,市区,2017/4/1 23:00,1017,13.1,0,142,1.5,138,1.8,,,,,,,,
54517,市区,2017/4/2 0:00,1017.1,11.8,0,101,0.6,110,0.9,,,,,,,,
54517,市区,2017/4/2 1:00,1017.4,11.5,0,110,1.5,138,1,,,,,,,,
54517,市区,2017/4/2 2:00,1017.3,11.9,0,132,1.6,129,1.4,,,,,,,,
54517,市区,2017/4/2 3:00,1017.2,11.6,0,117,1.3,110,1.1,,,,,,,,
54517,市区,2017/4/2 4:00,1017,11,0,46,1,41,1.4,,,,,,,,
54517,市区,2017/4/2 5:00,1018,9.9,0,31,0.9,45,1,,,,,,,,
54517,市区,2017/4/2 6:00,1018.6,9.4,0,62,1.5,55,1.6,,,,,,,,
54517,市区,2017/4/2 7:00,1018.9,8.5,0,45,2.1,41,2.3,,,,,,,,
54517,市区,2017/4/2 8:00,1019.2,10.2,0,66,1.2,50,1.3,,,,,,,,
54517,市区,2017/4/2 9:00,1019.6,13.7,0,345,0.9,37,0.9,,,,,,,,
54517,市区,2017/4/2 10:00,1019.7,15.8,0,38,1.6,53,1.5,,,,,,,,
54517,市区,2017/4/2 11:00,1019.4,18.2,0,182,1.2,185,1.2,,,,,,,,
54517,市区,2017/4/2 12:00,1018.6,19.5,0,322,1.2,268,1.1,,,,,,,,
54517,市区,2017/4/2 13:00,1018,20.9,0,17,1.1,246,0.9,,,,,,,,
54517,市区,2017/4/2 14:00,1017.1,21.5,0,70,1.9,46,1.5,,,,,,,,
54517,市区,2017/4/2 15:00,1016.2,22.5,0,163,1.1,169,1.4,,,,,,,,
54517,市区,2017/4/2 16:00,1015.6,23.3,0,159,1.8,97,1,,,,,,,,
54517,市区,2017/4/2 17:00,1015.2,22.2,0,182,0.8,189,1.2,,,,,,,,
54517,市区,2017/4/2 18:00,1015.1,21.3,0,151,1.7,166,1.1,,,,,,,,
54517,市区,2017/4/2 19:00,1015.3,18.6,0,133,1,120,1,,,,,,,,
54517,市区,2017/4/2 20:00,1016,16.9,0,165,0.5,143,0.6,,,,,,,,
54517,市区,2017/4/2 21:00,1016.8,15.7,0,114,0.8,117,1,,,,,,,,
54517,市区,2017/4/2 22:00,1017.5,14.5,0,136,0.6,122,0.7,,,,,,,,
54517,市区,2017/4/2 23:00,1017.8,13.5,0,111,0.8,119,0.9,,,,,,,,
54517,市区,2017/4/3 0:00,1017.6,12.8,0,122,0.7,108,0.6,,,,,,,,
54517,市区,2017/4/3 1:00:00,1017.4,11.8,0,154,0.5,C,0.1,,,,,,,,
54517,市区,2017/4/3 2:00,1017.3,11.3,0,133,0.8,140,0.6,,,,,,,,
54517,市区,2017/4/3 3:00,1017.2,11.5,0,133,0.4,135,0.3,,,,,,,,
54517,市区,2017/4/3 4:00,1017.4,10.9,0,260,0.8,240,0.7,,,,,,,,
54517,市区,2017/4/3 5:00,1017.5,10,0,125,0.6,143,0.5,,,,,,,,
54517,市区,2017/4/3 6:00,1018,11,0,255,0.5,241,0.4,,,,,,,,
54517,市区,2017/4/3 7:00,1018.7,12.6,0,234,0.5,230,0.8,,,,,,,,
54517,市区,2017/4/3 8:00,1019.1,15.9,0,177,1,154,0.9,,,,,,,,
54517,市区,2017/4/3 9:00,1019.4,18,0,182,0.9,189,1.2,,,,,,,,
54517,市区,2017/4/3 10:00,1019.5,21.3,0,198,2,189,2,,,,,,,,
54517,市区,2017/4/3 11:00,1019.2,23.5,0,255,2.4,219,2,,,,,,,,
54517,市区,2017/4/3 12:00,1018.4,24.4,0,212,3.3,211,2.3,,,,,,,,
54517,市区,2017/4/3 13:00,1017.6,25.5,0,177,1.6,217,2.3,,,,,,,,
54517,市区,2017/4/3 14:00,1016.7,26.3,0,237,2.8,230,2.2,,,,,,,,
54517,市区,2017/4/3 15:00,1015.8,26.7,0,193,2.2,210,1.9,,,,,,,,
54517,市区,2017/4/3 16:00,1015,26.1,0,175,3,196,2.6,,,,,,,,
54517,市区,2017/4/3 17:00,1014.7,25.1,0,164,3.3,165,2.6,,,,,,,,
54517,市区,2017/4/3 18:00,1015,22.9,0,143,2.3,144,2.1,,,,,,,,
54517,市区,2017/4/3 19:00,1015.4,21.4,0,161,1.5,165,1.8,,,,,,,,
54517,市区,2017/4/3 20:00,1016.2,19.7,0,143,1.7,144,1.7,,,,,,,,
54517,市区,2017/4/3 21:00,1016.6,18.8,0,167,1.6,159,1.7,,,,,,,,
